nLesions,areaTotal,areaMean,areaStd,distanceMean, distanceStd,weightedDistanceMean,weightedDistanceStd, opticDistanceMean, opticDistanceStd,weightedOpticDistanceMean,weightedOpticDistanceStd,nLesions1,areaTotal1,areaMean1,areaStd1,distanceMean1, distanceStd1,weightedDistanceMean1,weightedDistanceStd1, opticDistanceMean1, opticDistanceStd1,weightedOpticDistanceMean1,weightedOpticDistanceStd1,opticDistance,class
27,5900000,219000,1140000,1136.4,636.5,186000000,966000000,1209.3,274.2,3851.6,9107,255,19100000,74889,70106,1233,458.46,90500000,98000000,1163.1,616.35,87800000,100000000,850.98,3
1,3240000,3240000,0,458.78,0,1490000000,0,0,0,0,0,255,9790000,38397,46485,908.47,367.02,36000000,48500000,841.13,504.05,32900000,50600000,458.78,3
1148,3140000,2739.5,92533,650.23,74.885,1330000,44700000,959.11,58.624,8151.1,21252,255,9790000,38390,45948,980.96,302.82,34900000,47000000,915.74,496.78,33700000,49300000,483.21,3
1,6940000,6940000,0,1107.6,0,7690000000,0,0,0,0,0,216,20900000,96980,118000,1721.7,521.78,167000000,222000000,1548.7,922.91,153000000,232000000,1107.6,3
1,6940000,6940000,0,1106.1,0,7680000000,0,0,0,0,0,252,20900000,83107,110000,1769.6,545.59,133000000,202000000,1624.1,899.28,130000000,204000000,1106.1,3
6,4340000,724000,1770000,424.65,296.18,665000000,1630000000,750.7,371.93,1899.9,1537,237,13100000,55459,78210,1402.6,424.46,78000000,118000000,1265.9,739.51,69900000,123000000,918.44,3
1,4350000,4350000,0,917.69,0,4000000000,0,0,0,0,0,251,13200000,52430,55024,1396.4,427.76,71100000,82300000,1236.1,785.39,64000000,88100000,917.69,3
272,7640000,28096,463000,1992.2,566.65,25900000,427000000,2387.8,1192.5,46900000,774000000,255,25000000,97924,75513,1429.1,452.11,143000000,126000000,1326,444.96,126000000,104000000,920.6,4
436,7430000,17033,356000,1079.8,582.24,15700000,328000000,1128,874.1,28100000,586000000,255,24400000,95494,97080,1467,453.5,145000000,156000000,1360.5,500.12,141000000,160000000,921.31,4
1,7170000,7170000,0,1088.7,0,7810000000,0,0,0,0,0,242,21600000,89376,164000,1687.3,603.6,169000000,329000000,1572.6,854.16,160000000,333000000,1088.7,4
1,7170000,7170000,0,1088.6,0,7800000000,0,0,0,0,0,165,21600000,131000,228000,1716.4,553.18,250000000,456000000,1536.3,935.33,227000000,466000000,1088.6,4
493,6020000,12207,271000,2087.3,388.11,10600000,235000000,1463.7,90.426,6408.1,10555,255,22800000,89354,95648,1338.9,399.95,113000000,132000000,1259.8,658.11,113000000,140000000,865.92,4
630,5830000,9247.6,232000,1513.5,622.29,7930000,199000000,1645.2,1043.1,13500000,338000000,255,23000000,90021,120000,1271.3,437.62,112000000,160000000,1322.4,563.87,118000000,167000000,857.38,4
2,7430000,3720000,5250000,1523.8,846.97,3440000000,4860000000,815.12,1152.8,815.12,1152.8,255,23600000,92502,98793,1450,447.42,137000000,157000000,1367.9,678.76,129000000,164000000,924.91,4
1,7560000,7560000,0,927.18,0,7010000000,0,0,0,0,0,255,23800000,93506,198000,1428.3,415.22,135000000,337000000,1313,724.89,124000000,316000000,927.18,4
74,3410000,46070,396000,1420.9,77.442,35900000,309000000,990.55,119.05,2749.1,3020.7,229,17300000,75624,274000,1173.1,338.74,86100000,294000000,1052.6,643.31,83100000,397000000,779.43,4
1,3420000,3420000,0,780.71,0,2670000000,0,0,0,0,0,255,17200000,67517,265000,1172.6,340.52,75800000,273000000,1065.3,622.25,72000000,371000000,780.71,4
47,3.85E+06,81860,5.61E+05,1188.8,224.25,3.70E+07,2.54E+08,1133,168.92,1280.8,496.61,255,1.16E+07,45503,50379,927.68,345.72,4.36E+07,5.30E+07,884.49,445.77,4.08E+07,5.52E+07,452.56,FALSE
59,3.85E+06,65213,5.01E+05,1182.7,374.89,2.95E+07,2.27E+08,1137.1,150.59,1235.2,364.04,255,1.16E+07,45505,48767,919.37,342.63,4.24E+07,5.00E+07,853.51,485.04,3.95E+07,5.22E+07,452.56,FALSE
1,7.06E+06,7.06E+06,0,1109.5,0,7.84E+09,0,0,0,0,0,255,2.13E+07,83644,1.13E+05,1694.5,524.64,1.42E+08,2.04E+08,1500.5,970.7,1.25E+08,2.17E+08,1109.5,FALSE
234,7.03E+06,30026,4.59E+05,841.79,735.28,3.34E+07,5.11E+08,1458,100.77,7327.7,9703.3,255,2.13E+07,83558,1.13E+05,1714.2,505.83,1.39E+08,2.01E+08,1500.1,996.93,1.23E+08,2.13E+08,1113.1,FALSE
1,7.60E+06,7.60E+06,0,926.8,0,7.04E+09,0,0,0,0,0,255,2.44E+07,95584,78673,1378.4,470.94,1.32E+08,1.25E+08,1276.4,726.01,1.25E+08,1.33E+08,926.8,FALSE
1,7.58E+06,7.58E+06,0,924.71,0,7.01E+09,0,0,0,0,0,255,2.40E+07,94253,81674,1462,430.48,1.48E+08,1.49E+08,1320.5,776.19,1.35E+08,1.62E+08,924.71,FALSE
1,7.31E+06,7.31E+06,0,933,0,6.82E+09,0,0,0,0,0,255,2.36E+07,92698,1.13E+05,1404.8,428.09,1.29E+08,1.68E+08,1280.8,755.21,1.20E+08,1.77E+08,933,FALSE
1,7.31E+06,7.31E+06,0,931.25,0,6.81E+09,0,0,0,0,0,255,2.35E+07,92338,1.10E+05,1457.9,412.99,1.46E+08,1.98E+08,1305,798.87,1.33E+08,2.08E+08,931.25,FALSE
1,3.20E+06,3.20E+06,0,458.83,0,1.47E+09,0,0,0,0,0,255,9.66E+06,37899,29716,930.65,335.12,3.54E+07,3.21E+07,845.86,515.15,3.24E+07,3.51E+07,458.83,FALSE
1,3.20E+06,3.20E+06,0,458.8,0,1.47E+09,0,0,0,0,0,255,9.66E+06,37899,30572,914.55,356.85,3.44E+07,3.31E+07,840.31,510.3,3.24E+07,3.50E+07,458.8,FALSE
3,6.14E+06,2.05E+06,3.55E+06,1480.8,565.62,2.08E+09,3.61E+09,1652.1,1623.6,3.50E+09,6.07E+09,255,3.61E+07,1.42E+05,6.20E+05,1612.3,474.08,2.22E+08,9.59E+08,1553.8,460.9,2.06E+08,8.51E+08,1016.7,TRUE
1,8.00E+06,8.00E+06,0,1173.2,0,9.38E+09,0,0,0,0,0,255,2.56E+07,1.00E+05,1.08E+05,1780.7,552.41,1.80E+08,2.06E+08,1589.8,979.11,1.65E+08,2.27E+08,1173.2,TRUE
1,4.87E+06,4.87E+06,0,900,0,4.38E+09,0,0,0,0,0,255,1.47E+07,57789,69588,1389.9,456.61,8.23E+07,1.12E+08,1249.9,761.07,7.54E+07,1.17E+08,900,TRUE
28,5.82E+06,2.08E+05,1.10E+06,1376.7,691.94,1.76E+08,9.34E+08,1287.4,277.46,2515.9,2134.7,255,2.06E+07,80869,78353,1239.4,453.43,1.01E+08,1.15E+08,1169.8,646.23,9.63E+07,1.21E+08,849.73,TRUE
2,7.44E+06,3.72E+06,5.26E+06,1679.6,1053.9,3.48E+09,4.92E+09,814.51,1151.9,814.51,1151.9,255,2.41E+07,94664,94126,1400.5,422.1,1.33E+08,1.42E+08,1258.4,787.29,1.18E+08,1.58E+08,934.4,TRUE
1,7.66E+06,7.66E+06,0,934.3,0,7.16E+09,0,0,0,0,0,255,2.52E+07,98788,1.19E+05,1421.6,482.64,1.55E+08,2.01E+08,1344.8,708.01,1.41E+08,2.14E+08,934.3,TRUE
1,7.08E+06,7.08E+06,0,1076.2,0,7.62E+09,0,0,0,0,0,255,2.14E+07,83902,88967,1772.9,504.07,1.59E+08,1.83E+08,1612.9,889.52,1.46E+08,1.92E+08,1076.2,TRUE
77,5.83E+06,75768,6.65E+05,906.38,358.69,6.30E+07,5.53E+08,1243.3,173.24,3226.8,2577.2,255,1.89E+07,74168,1.01E+05,1239.7,443.54,9.09E+07,1.38E+08,1146.7,640.5,8.68E+07,1.40E+08,831.11,TRUE
15,3.85E+06,2.56E+05,9.93E+05,1027,421.16,1.16E+08,4.50E+08,1079.1,298.53,1079.1,298.53,241,1.16E+07,48124,64117,946.08,346.95,4.74E+07,6.88E+07,909.43,436.11,4.44E+07,7.09E+07,452.56,TRUE
31,3.85E+06,1.24E+05,6.91E+05,1095.1,256.97,5.62E+07,3.13E+08,1119.8,207.83,1231.9,416.28,255,1.16E+07,45493,62640,988.48,329.98,4.23E+07,6.43E+07,934.88,463.62,4.10E+07,6.53E+07,452.55,TRUE
1,7.17E+06,7.17E+06,0,1088.4,0,7.80E+09,0,0,0,0,0,246,2.17E+07,88011,1.04E+05,1682.5,547.27,1.46E+08,1.92E+08,1473.8,971.27,1.34E+08,2.00E+08,1088.4,2
1,7.18E+06,7.18E+06,0,1088.3,0,7.81E+09,0,0,0,0,0,255,2.17E+07,84971,96434,1703.8,520.07,1.45E+08,1.78E+08,1499.9,950.46,1.28E+08,1.90E+08,1088.3,2
1,3.44E+06,3.44E+06,0,815.36,0,2.80E+09,0,0,0,0,0,190,1.04E+07,54596,82108,1252.8,390.97,7.19E+07,1.16E+08,1151,634.83,6.91E+07,1.18E+08,815.36,2
1,3.44E+06,3.44E+06,0,815.39,0,2.80E+09,0,0,0,0,0,202,1.04E+07,51367,95663,1258.6,372.93,6.64E+07,1.32E+08,1121.3,682.26,6.18E+07,1.34E+08,815.39,2
1159,86053,74.248,2265.7,1006.4,265.94,72672,2.22E+06,1007.3,622.84,56243,1.72E+06,184,2.05E+07,1.11E+05,3.72E+05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,979.49,2
2383,6.36E+06,2670.8,1.30E+05,1217,322.13,3.04E+06,1.48E+08,617.43,306.19,4.15E+06,2.02E+08,214,2.05E+07,95811,1.87E+05,1827.9,435.35,1.65E+08,3.43E+08,1652.5,365.26,1.21E+08,2.37E+08,1137.4,2
1,3.46E+06,3.46E+06,0,459.29,0,1.59E+09,0,0,0,0,0,255,1.05E+07,41009,59064,1009.6,318.94,3.92E+07,6.01E+07,945.44,480.36,3.61E+07,6.22E+07,459.29,2
1,3.39E+06,3.39E+06,0,458.69,0,1.56E+09,0,0,0,0,0,252,1.02E+07,40638,48880,943.56,343.92,3.70E+07,5.08E+07,882.57,482.71,3.53E+07,5.22E+07,458.69,2
1,3.15E+06,3.15E+06,0,458.71,0,1.45E+09,0,0,0,0,0,255,9.52E+06,37347,29646,914.52,342.67,3.38E+07,3.18E+07,824.54,525.78,3.10E+07,3.46E+07,458.71,2
1,3.20E+06,3.20E+06,0,458.9,0,1.47E+09,0,0,0,0,0,255,9.66E+06,37888,34622,924.11,344.82,3.39E+07,3.68E+07,850.69,502.15,3.20E+07,3.85E+07,458.9,2
1,4.79E+06,4.79E+06,0,884.53,0,4.24E+09,0,0,0,0,0,255,1.54E+07,60308,73044,1397.8,425.28,8.11E+07,9.17E+07,1238.7,790.18,7.48E+07,9.98E+07,884.53,3
69,7.00E+06,1.01E+05,8.43E+05,2194.5,271.33,8.91E+07,7.40E+08,1534.7,187.71,3672.1,3398.5,243,2.34E+07,96095,76688,1521,404.99,1.49E+08,1.22E+08,1384.9,704.77,1.34E+08,1.31E+08,877.67,3
1,3.30E+06,3.30E+06,0,458.75,0,1.51E+09,0,0,0,0,0,255,9.97E+06,39102,57319,951.35,336.23,3.53E+07,5.75E+07,891.51,474.28,3.26E+07,5.91E+07,458.75,3
1,3.30E+06,3.30E+06,0,458.81,0,1.51E+09,0,0,0,0,0,255,9.97E+06,39105,45183,968.52,324.87,3.50E+07,4.60E+07,890.19,504.16,3.27E+07,4.77E+07,458.81,3
1008,2.84E+06,2816.5,88718,719.18,225.13,1.44E+06,4.51E+07,875.15,140.24,20368,2.17E+05,255,9.78E+06,38360,41814,961.76,311.14,3.65E+07,4.43E+07,837.2,468.04,3.29E+07,4.52E+07,507.95,3
541,2.88E+06,5317.6,1.23E+05,554.75,232.59,2.98E+06,6.91E+07,578.62,399.01,5.45E+06,1.26E+08,255,9.74E+06,38214,34991,961.27,307.49,3.55E+07,3.69E+07,914.31,196.24,3.17E+07,2.81E+07,560.74,3
2,7.99E+06,4.00E+06,5.65E+06,1444.5,384.07,4.69E+09,6.63E+09,867.08,1226.2,2601.3,3678.7,255,2.54E+07,99547,1.04E+05,1783.6,530.85,1.78E+08,1.97E+08,1584.9,978.74,1.62E+08,2.19E+08,1172.9,3
368,5.54E+06,15054,2.89E+05,1948.4,448.66,1.29E+07,2.47E+08,2096.8,958.44,2.17E+07,4.16E+08,255,1.80E+07,70689,97319,1271,424.41,9.15E+07,1.55E+08,1228.7,454.31,9.12E+07,1.36E+08,854.78,3
1,3.97E+06,3.97E+06,0,645.55,0,2.57E+09,0,0,0,0,0,242,1.28E+07,52930,92318,1035.3,290.42,5.51E+07,1.02E+08,909.47,556.32,4.91E+07,1.03E+08,645.55,3
3,3.97E+06,1.32E+06,2.29E+06,1434.5,684.7,8.52E+08,1.48E+09,794.04,687.66,794.04,687.66,215,1.26E+07,58461,86061,1034,322.15,6.64E+07,1.06E+08,922.11,546.88,6.04E+07,1.09E+08,643.83,3
9,4.45E+06,4.95E+05,1.48E+06,1235.6,684.68,4.52E+08,1.35E+09,1956.5,987.19,1.05E+09,3.14E+09,255,1.47E+07,57663,77568,1289,361.18,7.44E+07,8.30E+07,1732.3,467.52,1.05E+08,1.42E+08,912.57,4
151,3.85E+06,25482,3.13E+05,1169.8,331.77,1.15E+07,1.42E+08,1377.1,809.78,2.95E+07,3.62E+08,255,1.16E+07,45516,42889,909.85,370.15,4.10E+07,4.48E+07,959.88,478.03,4.38E+07,5.17E+07,452.55,4
1,7.17E+06,7.17E+06,0,1088.2,0,7.80E+09,0,0,0,0,0,224,2.16E+07,96531,1.39E+05,1711.2,542.3,1.77E+08,2.77E+08,1517.4,955.79,1.62E+08,2.86E+08,1088.2,4
11,7.16E+06,6.51E+05,2.16E+06,926.64,116.81,7.09E+08,2.35E+09,1369.8,454.38,6692.6,8265.7,243,2.16E+07,88983,1.50E+05,1774.2,488.08,1.48E+08,2.74E+08,1603.7,893.36,1.44E+08,2.76E+08,1089.2,4
8,7.34E+06,9.17E+05,2.59E+06,1571.9,557.75,8.20E+08,2.32E+09,1349.5,1280.6,1.51E+09,4.27E+09,255,2.38E+07,93359,1.06E+05,1388.1,444.57,1.29E+08,1.56E+08,1318.2,611.66,1.26E+08,1.64E+08,893.84,4
13,7.23E+06,5.56E+05,2.01E+06,1687.2,636.78,4.97E+08,1.79E+09,1981.7,1453,1.12E+09,4.05E+09,255,2.48E+07,97418,1.30E+05,1385.3,431.43,1.34E+08,1.81E+08,1529.5,1008.6,1.50E+08,2.70E+08,893.63,4
1,7.89E+06,7.89E+06,0,1160.1,0,9.15E+09,0,0,0,0,0,255,3.37E+07,1.32E+05,3.91E+05,1769.7,558.82,2.12E+08,5.18E+08,1585.3,964.51,2.05E+08,6.98E+08,1160.1,4
1,7.89E+06,7.89E+06,0,1160.2,0,9.15E+09,0,0,0,0,0,255,3.32E+07,1.30E+05,3.56E+05,1775.2,592.75,2.13E+08,4.70E+08,1639,910.5,2.07E+08,6.20E+08,1160.2,4
469,5.60E+06,11942,2.58E+05,1462.4,527.31,1.02E+07,2.20E+08,1088.4,957.72,1.73E+07,3.74E+08,255,1.83E+07,71741,1.21E+05,1314.7,380.94,9.72E+07,1.96E+08,1275.3,464.4,9.30E+07,1.59E+08,849.62,4
1,4.94E+06,4.94E+06,0,898.12,0,4.44E+09,0,0,0,0,0,195,1.51E+07,77314,1.24E+05,1429.5,439.97,1.24E+08,2.13E+08,1280.5,775.95,1.14E+08,2.19E+08,898.12,4
